,Comunidades y Ciudades Autónomas,Provincias,Periodo,NumCompraVentas,TotalPoblación,PrecioVivienda
735,07 Castilla y León,09 Burgos,2010M07,320.0,373338.0,143193.0
736,07 Castilla y León,24 León,2010M07,479.0,494201.0,143193.0
737,07 Castilla y León,34 Palencia,2010M07,164.0,171543.0,143193.0
738,07 Castilla y León,37 Salamanca,2010M07,291.0,350888.0,143193.0
739,07 Castilla y León,40 Segovia,2010M07,213.0,163297.0,143193.0
740,07 Castilla y León,42 Soria,2010M07,102.0,94886.0,143193.0
741,07 Castilla y León,47 Valladolid,2010M07,477.0,531184.0,143193.0
742,07 Castilla y León,49 Zamora,2010M07,154.0,193066.0,143193.0
743,07 Castilla y León,05 Ávila,2010M01,218.0,173370.0,143812.0
744,07 Castilla y León,09 Burgos,2010M01,348.0,374005.0,143812.0
745,07 Castilla y León,24 León,2010M01,309.0,494823.0,143812.0
746,07 Castilla y León,34 Palencia,2010M01,145.0,171894.0,143812.0
747,07 Castilla y León,37 Salamanca,2010M01,328.0,350901.0,143812.0
748,07 Castilla y León,40 Segovia,2010M01,127.0,163174.0,143812.0
749,07 Castilla y León,42 Soria,2010M01,107.0,94987.0,143812.0
750,07 Castilla y León,47 Valladolid,2010M01,396.0,530503.0,143812.0
751,07 Castilla y León,49 Zamora,2010M01,158.0,193751.0,143812.0
752,07 Castilla y León,05 Ávila,2009M07,251.0,173606.0,148464.0
753,07 Castilla y León,09 Burgos,2009M07,315.0,374302.0,148464.0
754,07 Castilla y León,24 León,2009M07,387.0,494840.0,148464.0
755,07 Castilla y León,34 Palencia,2009M07,132.0,172358.0,148464.0
756,07 Castilla y León,37 Salamanca,2009M07,227.0,350954.0,148464.0
757,07 Castilla y León,40 Segovia,2009M07,95.0,163030.0,148464.0
758,07 Castilla y León,42 Soria,2009M07,120.0,94705.0,148464.0
759,07 Castilla y León,47 Valladolid,2009M07,316.0,529614.0,148464.0
760,07 Castilla y León,49 Zamora,2009M07,260.0,194160.0,148464.0
761,07 Castilla y León,05 Ávila,2009M01,283.0,173818.0,150169.0
762,07 Castilla y León,09 Burgos,2009M01,313.0,374808.0,150169.0
763,07 Castilla y León,24 León,2009M01,333.0,495041.0,150169.0
764,07 Castilla y León,34 Palencia,2009M01,115.0,172665.0,150169.0
765,07 Castilla y León,37 Salamanca,2009M01,260.0,351018.0,150169.0
766,07 Castilla y León,40 Segovia,2009M01,109.0,163374.0,150169.0
767,07 Castilla y León,42 Soria,2009M01,72.0,94738.0,150169.0
768,07 Castilla y León,47 Valladolid,2009M01,336.0,528788.0,150169.0
769,07 Castilla y León,49 Zamora,2009M01,124.0,194924.0,150169.0
770,07 Castilla y León,05 Ávila,2008M07,287.0,173564.0,152235.0
771,07 Castilla y León,09 Burgos,2008M07,339.0,374053.0,152235.0
772,07 Castilla y León,24 León,2008M07,372.0,494547.0,152235.0
773,07 Castilla y León,34 Palencia,2008M07,222.0,172703.0,152235.0
774,07 Castilla y León,37 Salamanca,2008M07,281.0,350463.0,152235.0
775,07 Castilla y León,40 Segovia,2008M07,175.0,163407.0,152235.0
776,07 Castilla y León,42 Soria,2008M07,142.0,94714.0,152235.0
777,07 Castilla y León,47 Valladolid,2008M07,400.0,527430.0,152235.0
778,07 Castilla y León,49 Zamora,2008M07,166.0,195524.0,152235.0
779,07 Castilla y León,05 Ávila,2008M01,201.0,173290.0,155332.0
780,07 Castilla y León,09 Burgos,2008M01,461.0,372561.0,155332.0
781,07 Castilla y León,24 León,2008M01,721.0,493938.0,155332.0
782,07 Castilla y León,34 Palencia,2008M01,202.0,172709.0,155332.0
783,07 Castilla y León,37 Salamanca,2008M01,393.0,349843.0,155332.0
784,07 Castilla y León,40 Segovia,2008M01,244.0,163091.0,155332.0
785,07 Castilla y León,42 Soria,2008M01,120.0,94470.0,155332.0
786,07 Castilla y León,47 Valladolid,2008M01,621.0,525651.0,155332.0
787,07 Castilla y León,49 Zamora,2008M01,242.0,196165.0,155332.0
788,07 Castilla y León,05 Ávila,2007M07,235.0,172001.0,151760.0
789,07 Castilla y León,09 Burgos,2007M07,412.0,369175.0,151760.0
790,07 Castilla y León,24 León,2007M07,636.0,492335.0,151760.0
791,07 Castilla y León,34 Palencia,2007M07,113.0,172739.0,151760.0
792,07 Castilla y León,37 Salamanca,2007M07,420.0,348602.0,151760.0
793,07 Castilla y León,40 Segovia,2007M07,253.0,161374.0,151760.0
794,07 Castilla y León,42 Soria,2007M07,136.0,93855.0,151760.0
795,07 Castilla y León,47 Valladolid,2007M07,712.0,522298.0,151760.0
796,07 Castilla y León,49 Zamora,2007M07,180.0,195993.0,151760.0
797,07 Castilla y León,05 Ávila,2007M01,333.0,170206.0,144624.0
798,07 Castilla y León,09 Burgos,2007M01,773.0,365303.0,144624.0
799,07 Castilla y León,24 León,2007M01,921.0,491130.0,144624.0
800,07 Castilla y León,34 Palencia,2007M01,133.0,172566.0,144624.0
801,07 Castilla y León,37 Salamanca,2007M01,622.0,347713.0,144624.0
802,07 Castilla y León,40 Segovia,2007M01,286.0,159139.0,144624.0
803,07 Castilla y León,42 Soria,2007M01,130.0,93430.0,144624.0
804,07 Castilla y León,47 Valladolid,2007M01,946.0,518851.0,144624.0
805,07 Castilla y León,49 Zamora,2007M01,348.0,195863.0,144624.0
806,08 Castilla - La Mancha,02 Albacete,2022M01,292.0,387735.0,115686.0
807,08 Castilla - La Mancha,13 Ciudad Real,2022M01,415.0,489950.0,115686.0
808,08 Castilla - La Mancha,16 Cuenca,2022M01,169.0,198842.0,115686.0
809,08 Castilla - La Mancha,19 Guadalajara,2022M01,440.0,266471.0,115686.0
810,08 Castilla - La Mancha,45 Toledo,2022M01,981.0,707078.0,115686.0
811,08 Castilla - La Mancha,02 Albacete,2021M07,349.0,387990.0,112940.0
812,08 Castilla - La Mancha,13 Ciudad Real,2021M07,350.0,490532.0,112940.0
813,08 Castilla - La Mancha,16 Cuenca,2021M07,214.0,198943.0,112940.0
814,08 Castilla - La Mancha,19 Guadalajara,2021M07,377.0,265387.0,112940.0
815,08 Castilla - La Mancha,45 Toledo,2021M07,938.0,704359.0,112940.0
816,08 Castilla - La Mancha,02 Albacete,2021M01,236.0,388880.0,107989.0
817,08 Castilla - La Mancha,13 Ciudad Real,2021M01,296.0,491991.0,107989.0
818,08 Castilla - La Mancha,16 Cuenca,2021M01,148.0,199004.0,107989.0
819,08 Castilla - La Mancha,19 Guadalajara,2021M01,348.0,265042.0,107989.0
820,08 Castilla - La Mancha,45 Toledo,2021M01,675.0,703739.0,107989.0
821,08 Castilla - La Mancha,02 Albacete,2020M07,226.0,389027.0,109655.0
822,08 Castilla - La Mancha,13 Ciudad Real,2020M07,280.0,491652.0,109655.0
823,08 Castilla - La Mancha,16 Cuenca,2020M07,127.0,198712.0,109655.0
824,08 Castilla - La Mancha,19 Guadalajara,2020M07,221.0,262982.0,109655.0
825,08 Castilla - La Mancha,45 Toledo,2020M07,623.0,700689.0,109655.0
826,08 Castilla - La Mancha,02 Albacete,2020M01,300.0,389874.0,107689.0
827,08 Castilla - La Mancha,13 Ciudad Real,2020M01,326.0,494178.0,107689.0
828,08 Castilla - La Mancha,16 Cuenca,2020M01,136.0,199834.0,107689.0
829,08 Castilla - La Mancha,19 Guadalajara,2020M01,345.0,262409.0,107689.0
830,08 Castilla - La Mancha,45 Toledo,2020M01,800.0,699258.0,107689.0
831,08 Castilla - La Mancha,02 Albacete,2019M07,330.0,389648.0,108160.0
832,08 Castilla - La Mancha,13 Ciudad Real,2019M07,427.0,494163.0,108160.0
833,08 Castilla - La Mancha,16 Cuenca,2019M07,154.0,199574.0,108160.0
834,08 Castilla - La Mancha,19 Guadalajara,2019M07,331.0,260392.0,108160.0
835,08 Castilla - La Mancha,45 Toledo,2019M07,859.0,694923.0,108160.0
836,08 Castilla - La Mancha,02 Albacete,2019M01,273.0,389528.0,106595.0
837,08 Castilla - La Mancha,13 Ciudad Real,2019M01,376.0,495106.0,106595.0
838,08 Castilla - La Mancha,16 Cuenca,2019M01,154.0,199628.0,106595.0
839,08 Castilla - La Mancha,19 Guadalajara,2019M01,382.0,258890.0,106595.0
840,08 Castilla - La Mancha,45 Toledo,2019M01,824.0,691725.0,106595.0
841,08 Castilla - La Mancha,02 Albacete,2018M07,238.0,389322.0,104912.0
842,08 Castilla - La Mancha,13 Ciudad Real,2018M07,260.0,495716.0,104912.0
843,08 Castilla - La Mancha,16 Cuenca,2018M07,162.0,199918.0,104912.0
844,08 Castilla - La Mancha,19 Guadalajara,2018M07,301.0,256961.0,104912.0
845,08 Castilla - La Mancha,45 Toledo,2018M07,708.0,688342.0,104912.0
846,08 Castilla - La Mancha,02 Albacete,2018M01,326.0,390337.0,102378.0
847,08 Castilla - La Mancha,13 Ciudad Real,2018M01,293.0,498549.0,102378.0
848,08 Castilla - La Mancha,16 Cuenca,2018M01,131.0,200596.0,102378.0
849,08 Castilla - La Mancha,19 Guadalajara,2018M01,241.0,256029.0,102378.0
850,08 Castilla - La Mancha,45 Toledo,2018M01,857.0,687084.0,102378.0
851,08 Castilla - La Mancha,02 Albacete,2017M07,217.0,390304.0,101655.0
852,08 Castilla - La Mancha,13 Ciudad Real,2017M07,196.0,500274.0,101655.0
853,08 Castilla - La Mancha,16 Cuenca,2017M07,129.0,201087.0,101655.0
854,08 Castilla - La Mancha,19 Guadalajara,2017M07,252.0,255528.0,101655.0
855,08 Castilla - La Mancha,45 Toledo,2017M07,504.0,685865.0,101655.0
856,08 Castilla - La Mancha,02 Albacete,2017M01,221.0,391574.0,101696.0
857,08 Castilla - La Mancha,13 Ciudad Real,2017M01,392.0,504117.0,101696.0
858,08 Castilla - La Mancha,16 Cuenca,2017M01,117.0,202037.0,101696.0
859,08 Castilla - La Mancha,19 Guadalajara,2017M01,235.0,255332.0,101696.0
860,08 Castilla - La Mancha,45 Toledo,2017M01,564.0,687879.0,101696.0
861,08 Castilla - La Mancha,02 Albacete,2016M07,188.0,392036.0,101482.0
862,08 Castilla - La Mancha,13 Ciudad Real,2016M07,220.0,505961.0,101482.0
863,08 Castilla - La Mancha,16 Cuenca,2016M07,97.0,202823.0,101482.0
864,08 Castilla - La Mancha,19 Guadalajara,2016M07,162.0,254429.0,101482.0
865,08 Castilla - La Mancha,45 Toledo,2016M07,352.0,688015.0,101482.0
866,08 Castilla - La Mancha,02 Albacete,2016M01,194.0,392958.0,100087.0
867,08 Castilla - La Mancha,13 Ciudad Real,2016M01,196.0,508409.0,100087.0
868,08 Castilla - La Mancha,16 Cuenca,2016M01,80.0,204000.0,100087.0
869,08 Castilla - La Mancha,19 Guadalajara,2016M01,263.0,254280.0,100087.0
870,08 Castilla - La Mancha,45 Toledo,2016M01,426.0,689253.0,100087.0
871,08 Castilla - La Mancha,02 Albacete,2015M07,163.0,393664.0,100191.0
872,08 Castilla - La Mancha,13 Ciudad Real,2015M07,207.0,510953.0,100191.0
873,08 Castilla - La Mancha,16 Cuenca,2015M07,114.0,205033.0,100191.0
874,08 Castilla - La Mancha,19 Guadalajara,2015M07,232.0,254061.0,100191.0
875,08 Castilla - La Mancha,45 Toledo,2015M07,392.0,690326.0,100191.0
876,08 Castilla - La Mancha,02 Albacete,2015M01,181.0,394928.0,98629.0
877,08 Castilla - La Mancha,13 Ciudad Real,2015M01,208.0,514143.0,98629.0
878,08 Castilla - La Mancha,16 Cuenca,2015M01,96.0,206594.0,98629.0
879,08 Castilla - La Mancha,19 Guadalajara,2015M01,183.0,254558.0,98629.0
880,08 Castilla - La Mancha,45 Toledo,2015M01,363.0,692544.0,98629.0
881,08 Castilla - La Mancha,02 Albacete,2014M07,169.0,395668.0,97270.0
882,08 Castilla - La Mancha,13 Ciudad Real,2014M07,258.0,515973.0,97270.0
883,08 Castilla - La Mancha,16 Cuenca,2014M07,128.0,207465.0,97270.0
884,08 Castilla - La Mancha,19 Guadalajara,2014M07,192.0,254649.0,97270.0
885,08 Castilla - La Mancha,45 Toledo,2014M07,356.0,693826.0,97270.0
886,08 Castilla - La Mancha,02 Albacete,2014M01,169.0,396684.0,96864.0
887,08 Castilla - La Mancha,13 Ciudad Real,2014M01,257.0,518051.0,96864.0
888,08 Castilla - La Mancha,16 Cuenca,2014M01,73.0,208663.0,96864.0
889,08 Castilla - La Mancha,19 Guadalajara,2014M01,189.0,255240.0,96864.0
890,08 Castilla - La Mancha,45 Toledo,2014M01,385.0,696560.0,96864.0
891,08 Castilla - La Mancha,02 Albacete,2013M07,168.0,397719.0,100517.0
892,08 Castilla - La Mancha,13 Ciudad Real,2013M07,193.0,520292.0,100517.0
893,08 Castilla - La Mancha,16 Cuenca,2013M07,76.0,209977.0,100517.0
894,08 Castilla - La Mancha,19 Guadalajara,2013M07,164.0,255890.0,100517.0
895,08 Castilla - La Mancha,45 Toledo,2013M07,518.0,699709.0,100517.0
896,08 Castilla - La Mancha,02 Albacete,2013M01,233.0,399510.0,103094.0
897,08 Castilla - La Mancha,13 Ciudad Real,2013M01,533.0,522749.0,103094.0
898,08 Castilla - La Mancha,16 Cuenca,2013M01,185.0,211796.0,103094.0
899,08 Castilla - La Mancha,19 Guadalajara,2013M01,255.0,257101.0,103094.0
900,08 Castilla - La Mancha,45 Toledo,2013M01,856.0,703236.0,103094.0
901,08 Castilla - La Mancha,02 Albacete,2012M07,208.0,400430.0,115386.0
902,08 Castilla - La Mancha,13 Ciudad Real,2012M07,265.0,524145.0,115386.0
903,08 Castilla - La Mancha,16 Cuenca,2012M07,57.0,213091.0,115386.0
904,08 Castilla - La Mancha,19 Guadalajara,2012M07,319.0,257422.0,115386.0
905,08 Castilla - La Mancha,45 Toledo,2012M07,735.0,704317.0,115386.0
906,08 Castilla - La Mancha,02 Albacete,2012M01,338.0,401590.0,123417.0
907,08 Castilla - La Mancha,13 Ciudad Real,2012M01,379.0,526281.0,123417.0
908,08 Castilla - La Mancha,16 Cuenca,2012M01,291.0,214752.0,123417.0
909,08 Castilla - La Mancha,19 Guadalajara,2012M01,246.0,257731.0,123417.0
910,08 Castilla - La Mancha,45 Toledo,2012M01,764.0,705583.0,123417.0
911,08 Castilla - La Mancha,02 Albacete,2011M07,155.0,401254.0,133805.0
912,08 Castilla - La Mancha,13 Ciudad Real,2011M07,241.0,526269.0,133805.0
913,08 Castilla - La Mancha,16 Cuenca,2011M07,69.0,215635.0,133805.0
914,08 Castilla - La Mancha,19 Guadalajara,2011M07,193.0,256349.0,133805.0
915,08 Castilla - La Mancha,45 Toledo,2011M07,771.0,703809.0,133805.0
916,08 Castilla - La Mancha,02 Albacete,2011M01,390.0,400847.0,136817.0
917,08 Castilla - La Mancha,13 Ciudad Real,2011M01,505.0,526166.0,136817.0
918,08 Castilla - La Mancha,16 Cuenca,2011M01,182.0,216377.0,136817.0
919,08 Castilla - La Mancha,19 Guadalajara,2011M01,527.0,254656.0,136817.0
920,08 Castilla - La Mancha,45 Toledo,2011M01,585.0,701011.0,136817.0
921,08 Castilla - La Mancha,02 Albacete,2010M07,462.0,399967.0,141066.0
922,08 Castilla - La Mancha,13 Ciudad Real,2010M07,545.0,525418.0,141066.0
923,08 Castilla - La Mancha,16 Cuenca,2010M07,159.0,216227.0,141066.0
924,08 Castilla - La Mancha,19 Guadalajara,2010M07,301.0,252384.0,141066.0
925,08 Castilla - La Mancha,45 Toledo,2010M07,838.0,696570.0,141066.0
926,08 Castilla - La Mancha,02 Albacete,2010M01,377.0,399448.0,143071.0
927,08 Castilla - La Mancha,13 Ciudad Real,2010M01,382.0,525459.0,143071.0
928,08 Castilla - La Mancha,16 Cuenca,2010M01,151.0,216609.0,143071.0
929,08 Castilla - La Mancha,19 Guadalajara,2010M01,342.0,250531.0,143071.0
930,08 Castilla - La Mancha,45 Toledo,2010M01,666.0,692424.0,143071.0
931,08 Castilla - La Mancha,02 Albacete,2009M07,320.0,398645.0,144502.0
932,08 Castilla - La Mancha,13 Ciudad Real,2009M07,376.0,524750.0,144502.0
933,08 Castilla - La Mancha,16 Cuenca,2009M07,219.0,216447.0,144502.0
934,08 Castilla - La Mancha,19 Guadalajara,2009M07,277.0,248252.0,144502.0
935,08 Castilla - La Mancha,45 Toledo,2009M07,572.0,687760.0,144502.0
936,08 Castilla - La Mancha,02 Albacete,2009M01,377.0,397881.0,145630.0
937,08 Castilla - La Mancha,13 Ciudad Real,2009M01,483.0,523964.0,145630.0
938,08 Castilla - La Mancha,16 Cuenca,2009M01,235.0,216435.0,145630.0
939,08 Castilla - La Mancha,19 Guadalajara,2009M01,278.0,245403.0,145630.0
940,08 Castilla - La Mancha,45 Toledo,2009M01,818.0,682734.0,145630.0
941,08 Castilla - La Mancha,02 Albacete,2008M07,348.0,396292.0,150271.0
942,08 Castilla - La Mancha,13 Ciudad Real,2008M07,738.0,521681.0,150271.0
943,08 Castilla - La Mancha,16 Cuenca,2008M07,290.0,215493.0,150271.0
944,08 Castilla - La Mancha,19 Guadalajara,2008M07,492.0,241834.0,150271.0
945,08 Castilla - La Mancha,45 Toledo,2008M07,1072.0,675223.0,150271.0
946,08 Castilla - La Mancha,02 Albacete,2008M01,498.0,394521.0,149291.0
947,08 Castilla - La Mancha,13 Ciudad Real,2008M01,732.0,519759.0,149291.0
948,08 Castilla - La Mancha,16 Cuenca,2008M01,485.0,214903.0,149291.0
949,08 Castilla - La Mancha,19 Guadalajara,2008M01,729.0,237361.0,149291.0
950,08 Castilla - La Mancha,45 Toledo,2008M01,1581.0,665283.0,149291.0
951,08 Castilla - La Mancha,02 Albacete,2007M07,623.0,392025.0,148263.0
952,08 Castilla - La Mancha,13 Ciudad Real,2007M07,684.0,514761.0,148263.0
953,08 Castilla - La Mancha,16 Cuenca,2007M07,360.0,213153.0,148263.0
954,08 Castilla - La Mancha,19 Guadalajara,2007M07,503.0,231949.0,148263.0
955,08 Castilla - La Mancha,45 Toledo,2007M07,1043.0,651376.0,148263.0
956,08 Castilla - La Mancha,02 Albacete,2007M01,580.0,389127.0,142158.0
957,08 Castilla - La Mancha,13 Ciudad Real,2007M01,614.0,509228.0,142158.0
958,08 Castilla - La Mancha,16 Cuenca,2007M01,666.0,211114.0,142158.0
959,08 Castilla - La Mancha,19 Guadalajara,2007M01,588.0,225058.0,142158.0
960,08 Castilla - La Mancha,45 Toledo,2007M01,1613.0,636696.0,142158.0
961,09 Cataluña,08 Barcelona,2022M01,5181.0,5641485.0,148291.0
962,09 Cataluña,17 Girona,2022M01,1199.0,776944.0,148291.0
963,09 Cataluña,25 Lleida,2022M01,358.0,437260.0,148291.0
964,09 Cataluña,43 Tarragona,2022M01,1256.0,823721.0,148291.0
965,09 Cataluña,08 Barcelona,2021M07,5232.0,5630782.0,142940.0
966,09 Cataluña,17 Girona,2021M07,1170.0,773806.0,142940.0
967,09 Cataluña,25 Lleida,2021M07,390.0,435999.0,142940.0
968,09 Cataluña,43 Tarragona,2021M07,1119.0,821436.0,142940.0
969,09 Cataluña,08 Barcelona,2021M01,4146.0,5639524.0,137675.0
970,09 Cataluña,17 Girona,2021M01,923.0,773766.0,137675.0
971,09 Cataluña,25 Lleida,2021M01,423.0,436730.0,137675.0
972,09 Cataluña,43 Tarragona,2021M01,964.0,821234.0,137675.0
973,09 Cataluña,08 Barcelona,2020M07,3482.0,5634737.0,138395.0
974,09 Cataluña,17 Girona,2020M07,746.0,769672.0,138395.0
975,09 Cataluña,25 Lleida,2020M07,240.0,435973.0,138395.0
976,09 Cataluña,43 Tarragona,2020M07,657.0,816460.0,138395.0
977,09 Cataluña,08 Barcelona,2020M01,4764.0,5635100.0,136020.0
978,09 Cataluña,17 Girona,2020M01,1047.0,767294.0,136020.0
979,09 Cataluña,25 Lleida,2020M01,430.0,435563.0,136020.0
980,09 Cataluña,43 Tarragona,2020M01,1012.0,814391.0,136020.0
981,09 Cataluña,08 Barcelona,2019M07,5351.0,5608553.0,136037.0
982,09 Cataluña,17 Girona,2019M07,1070.0,761482.0,136037.0
983,09 Cataluña,25 Lleida,2019M07,418.0,432606.0,136037.0
984,09 Cataluña,43 Tarragona,2019M07,1084.0,807585.0,136037.0
985,09 Cataluña,08 Barcelona,2019M01,5473.0,5575203.0,131836.0
986,09 Cataluña,17 Girona,2019M01,1065.0,757497.0,131836.0
987,09 Cataluña,25 Lleida,2019M01,357.0,431183.0,131836.0
988,09 Cataluña,43 Tarragona,2019M01,1117.0,802547.0,131836.0
989,09 Cataluña,08 Barcelona,2018M07,5094.0,5536855.0,129967.00000000001
990,09 Cataluña,17 Girona,2018M07,1014.0,752508.0,129967.00000000001
991,09 Cataluña,25 Lleida,2018M07,361.0,429400.0,129967.00000000001
992,09 Cataluña,43 Tarragona,2018M07,1001.0,797389.0,129967.00000000001
993,09 Cataluña,08 Barcelona,2018M01,5111.0,5514880.0,122514.0
994,09 Cataluña,17 Girona,2018M01,975.0,749656.0,122514.0
995,09 Cataluña,25 Lleida,2018M01,334.0,429212.0,122514.0
996,09 Cataluña,43 Tarragona,2018M01,1044.0,794969.0,122514.0
997,09 Cataluña,08 Barcelona,2017M07,4838.0,5481935.0,119167.0
998,09 Cataluña,17 Girona,2017M07,964.0,747362.0,119167.0
999,09 Cataluña,25 Lleida,2017M07,293.0,428703.0,119167.0
1000,09 Cataluña,43 Tarragona,2017M07,1051.0,792372.0,119167.0
1001,09 Cataluña,08 Barcelona,2017M01,4621.0,5474381.0,112848.0
1002,09 Cataluña,17 Girona,2017M01,908.0,745244.0,112848.0
1003,09 Cataluña,25 Lleida,2017M01,275.0,428893.0,112848.0
1004,09 Cataluña,43 Tarragona,2017M01,975.0,792622.0,112848.0
1005,09 Cataluña,08 Barcelona,2016M07,4200.0,5453595.0,108383.0
1006,09 Cataluña,17 Girona,2016M07,757.0,742558.0,108383.0
1007,09 Cataluña,25 Lleida,2016M07,275.0,428644.0,108383.0
1008,09 Cataluña,43 Tarragona,2016M07,775.0,791651.0,108383.0
1009,09 Cataluña,08 Barcelona,2016M01,3547.0,5445904.0,103741.0
1010,09 Cataluña,17 Girona,2016M01,701.0,741608.0,103741.0
1011,09 Cataluña,25 Lleida,2016M01,274.0,429108.0,103741.0
1012,09 Cataluña,43 Tarragona,2016M01,649.0,791670.0,103741.0
1013,09 Cataluña,08 Barcelona,2015M07,3609.0,5434340.0,101643.0
1014,09 Cataluña,17 Girona,2015M07,696.0,740425.0,101643.0
1015,09 Cataluña,25 Lleida,2015M07,273.0,429600.0,101643.0
1016,09 Cataluña,43 Tarragona,2015M07,725.0,791753.0,101643.0
1017,09 Cataluña,08 Barcelona,2015M01,3547.0,5432802.0,95549.0
1018,09 Cataluña,17 Girona,2015M01,747.0,740373.0,95549.0
1019,09 Cataluña,25 Lleida,2015M01,252.0,430661.0,95549.0
1020,09 Cataluña,43 Tarragona,2015M01,655.0,793155.0,95549.0
1021,09 Cataluña,08 Barcelona,2014M07,2965.0,5433744.0,95813.0
1022,09 Cataluña,17 Girona,2014M07,658.0,741072.0,95813.0
1023,09 Cataluña,25 Lleida,2014M07,198.0,431200.0,95813.0
1024,09 Cataluña,43 Tarragona,2014M07,673.0,793585.0,95813.0
1025,09 Cataluña,08 Barcelona,2014M01,2875.0,5445617.0,93836.0
1026,09 Cataluña,17 Girona,2014M01,754.0,743124.0,93836.0
1027,09 Cataluña,25 Lleida,2014M01,223.0,432169.0,93836.0
1028,09 Cataluña,43 Tarragona,2014M01,692.0,795328.0,93836.0
1029,09 Cataluña,08 Barcelona,2013M07,2659.0,5465193.0,94755.0
1030,09 Cataluña,17 Girona,2013M07,725.0,746079.0,94755.0
1031,09 Cataluña,25 Lleida,2013M07,179.0,433779.0,94755.0
1032,09 Cataluña,43 Tarragona,2013M07,668.0,798524.0,94755.0
1033,09 Cataluña,08 Barcelona,2013M01,3582.0,5493078.0,94236.0
1034,09 Cataluña,17 Girona,2013M01,969.0,749191.0,94236.0
1035,09 Cataluña,25 Lleida,2013M01,281.0,435847.0,94236.0
1036,09 Cataluña,43 Tarragona,2013M01,803.0,802806.0,94236.0
1037,09 Cataluña,08 Barcelona,2012M07,2483.0,5504057.0,103095.0
1038,09 Cataluña,17 Girona,2012M07,526.0,750313.0,103095.0
1039,09 Cataluña,25 Lleida,2012M07,244.0,437075.0,103095.0
1040,09 Cataluña,43 Tarragona,2012M07,574.0,804923.0,103095.0
1041,09 Cataluña,08 Barcelona,2012M01,2889.0,5518276.0,112769.0
1042,09 Cataluña,17 Girona,2012M01,641.0,751599.0,112769.0
1043,09 Cataluña,25 Lleida,2012M01,356.0,438213.0,112769.0
1044,09 Cataluña,43 Tarragona,2012M01,807.0,806904.0,112769.0
1045,09 Cataluña,08 Barcelona,2011M07,2300.0,5511857.0,124828.0
1046,09 Cataluña,17 Girona,2011M07,560.0,749496.0,124828.0
1047,09 Cataluña,25 Lleida,2011M07,188.0,437306.0,124828.0
1048,09 Cataluña,43 Tarragona,2011M07,578.0,805365.0,124828.0
1049,09 Cataluña,08 Barcelona,2011M01,4082.0,5505667.0,132578.0
1050,09 Cataluña,17 Girona,2011M01,748.0,747036.0,132578.0
1051,09 Cataluña,25 Lleida,2011M01,336.0,436689.0,132578.0
1052,09 Cataluña,43 Tarragona,2011M01,688.0,803859.0,132578.0
1053,09 Cataluña,08 Barcelona,2010M07,3848.0,5497519.0,139219.0
1054,09 Cataluña,17 Girona,2010M07,852.0,744267.0,139219.0
1055,09 Cataluña,25 Lleida,2010M07,353.0,434853.0,139219.0
1056,09 Cataluña,43 Tarragona,2010M07,782.0,800618.0,139219.0
1057,09 Cataluña,08 Barcelona,2010M01,3245.0,5488633.0,140235.0
1058,09 Cataluña,17 Girona,2010M01,719.0,741841.0,140235.0
1059,09 Cataluña,25 Lleida,2010M01,308.0,434179.0,140235.0
1060,09 Cataluña,43 Tarragona,2010M01,692.0,798818.0,140235.0
1061,09 Cataluña,08 Barcelona,2009M07,2749.0,5478819.0,142467.0
1062,09 Cataluña,17 Girona,2009M07,712.0,739368.0,142467.0
1063,09 Cataluña,25 Lleida,2009M07,330.0,432727.0,142467.0
1064,09 Cataluña,43 Tarragona,2009M07,572.0,796357.0,142467.0
1065,09 Cataluña,08 Barcelona,2009M01,2522.0,5465841.0,145496.0
1066,09 Cataluña,17 Girona,2009M01,616.0,735856.0,145496.0
1067,09 Cataluña,25 Lleida,2009M01,386.0,431409.0,145496.0
1068,09 Cataluña,43 Tarragona,2009M01,599.0,793983.0,145496.0
1069,09 Cataluña,08 Barcelona,2008M07,3198.0,5431864.0,160411.0
1070,09 Cataluña,17 Girona,2008M07,798.0,729156.0,160411.0
1071,09 Cataluña,25 Lleida,2008M07,468.0,427956.0,160411.0
1072,09 Cataluña,43 Tarragona,2008M07,798.0,788132.0,160411.0
1073,09 Cataluña,08 Barcelona,2008M01,4908.0,5387706.0,168620.0
1074,09 Cataluña,17 Girona,2008M01,1288.0,719747.0,168620.0
1075,09 Cataluña,25 Lleida,2008M01,801.0,423484.0,168620.0
1076,09 Cataluña,43 Tarragona,2008M01,1162.0,780209.0,168620.0
1077,09 Cataluña,08 Barcelona,2007M07,5702.0,5342369.0,174880.0
1078,09 Cataluña,17 Girona,2007M07,1304.0,707568.0,174880.0
1079,09 Cataluña,25 Lleida,2007M07,681.0,417241.0,174880.0
1080,09 Cataluña,43 Tarragona,2007M07,1415.0,765170.0,174880.0
1081,09 Cataluña,08 Barcelona,2007M01,8728.0,5297174.0,170691.0
1082,09 Cataluña,17 Girona,2007M01,2063.0,694222.0,170691.0
1083,09 Cataluña,25 Lleida,2007M01,1093.0,411141.0,170691.0
1084,09 Cataluña,43 Tarragona,2007M01,2146.0,749156.0,170691.0
1085,10 Comunitat Valenciana,03 Alicante/Alacant,2022M01,3866.0,1904362.0,127966.0
1086,10 Comunitat Valenciana,12 Castellón/Castelló,2022M01,870.0,578506.0,127966.0
